INSERT INTO PRODUZIONE (MINUTAGGIO, COD_REGISTA) VALUES
(117, 556),
(118, 796),
(118, 928),
(116, 286),
(84, 106),
(80, 608),
(126, 517),
(114, 976),
(84, 486),
(76, 152),
(88, 916),
(122, 886),
(150, 783),
(92, 527),
(131, 28),
(101, 774),
(121, 1000),
(108, 397),
(109, 166),
(117, 370),
(72, 1015),
(142, 202),
(75, 899),
(126, 761),
(81, 806),
(96, 648),
(69, 356),
(109, 879),
(94, 995),
(136, 50),
(63, 138),
(76, 722),
(86, 236),
(114, 262),
(68, 978),
(134, 931),
(130, 841),
(68, 321),
(65, 125),
(83, 556),
(98, 317),
(119, 967),
(89, 638),
(116, 24),
(146, 383),
(123, 931),
(137, 840),
(104, 152),
(95, 441),
(139, 587),
(97, 148),
(112, 279),
(124, 164),
(140, 130),
(93, 954),
(82, 285),
(65, 573),
(78, 405),
(119, 53),
(83, 524),
(82, 945),
(106, 673),
(75, 5),
(109, 452),
(74, 915),
(117, 910),
(123, 734),
(111, 487),
(64, 446),
(90, 1012),
(65, 77),
(99, 488),
(77, 253),
(104, 619),
(139, 1027),
(62, 850),
(60, 181),
(146, 169),
(120, 314),
(148, 6),
(67, 455),
(143, 118),
(81, 913),
(69, 224),
(113, 632),
(98, 347),
(104, 1006),
(96, 798),
(127, 444),
(60, 576),
(60, 461),
(147, 1027),
(132, 322),
(97, 141),
(69, 349),
(121, 174),
(68, 927),
(76, 1028),
(71, 160),
(71, 675),
(61, 470),
(131, 921),
(69, 330),
(125, 614),
(109, 604),
(85, 117),
(83, 489),
(93, 564),
(117, 999),
(77, 385),
(80, 978),
(66, 514),
(93, 202),
(145, 149),
(129, 204),
(105, 247),
(111, 127),
(106, 37),
(92, 137),
(72, 981),
(84, 421),
(94, 528),
(104, 507),
(91, 78),
(93, 95),
(122, 799),
(132, 909),
(114, 33),
(131, 756),
(126, 357),
(78, 159),
(142, 787),
(106, 272),
(133, 285),
(110, 287),
(142, 32),
(98, 327),
(107, 158),
(131, 999),
(108, 208),
(106, 656),
(147, 975),
(79, 258),
(135, 579),
(83, 817),
(68, 945),
(97, 851),
(141, 557),
(143, 522),
(64, 257),
(130, 792),
(85, 956),
(112, 80),
(117, 258),
(93, 616),
(127, 942),
(69, 368),
(63, 143),
(95, 71),
(117, 53),
(104, 360),
(110, 703),
(142, 292),
(66, 261),
(142, 60),
(91, 836),
(75, 969),
(89, 619),
(110, 947),
(70, 472),
(133, 963),
(132, 319),
(91, 867),
(107, 288),
(86, 621),
(108, 639),
(126, 818),
(86, 240),
(72, 696),
(140, 617),
(78, 172),
(77, 196),
(66, 445),
(141, 508),
(146, 811),
(66, 621),
(116, 104),
(133, 851),
(116, 9),
(117, 248),
(76, 956),
(149, 913),
(75, 884),
(143, 896),
(148, 25),
(98, 283),
(128, 17),
(108, 990),
(130, 462),
(121, 990),
(78, 244),
(150, 135),
(115, 619),
(96, 965),
(86, 504),
(134, 353),
(124, 289),
(146, 303),
(100, 506),
(113, 52),
(71, 505),
(131, 420),
(128, 787),
(119, 989),
(86, 923),
(133, 44),
(135, 827),
(103, 242),
(138, 174),
(71, 488),
(90, 82),
(77, 485),
(65, 701),
(132, 1012),
(148, 290),
(141, 387),
(142, 891),
(73, 993),
(122, 384),
(77, 40),
(100, 612),
(146, 624),
(138, 473),
(103, 741),
(110, 942),
(139, 704),
(81, 569),
(111, 773),
(126, 393),
(103, 747),
(90, 692),
(71, 982),
(60, 694),
(74, 185),
(67, 2),
(131, 849),
(114, 489),
(120, 139),
(131, 490),
(129, 999),
(77, 142),
(146, 413),
(62, 365),
(125, 627),
(75, 357),
(150, 219),
(99, 779),
(137, 280),
(104, 779),
(66, 658),
(71, 767),
(121, 349),
(137, 33),
(117, 143),
(106, 998),
(130, 191),
(78, 120),
(69, 10),
(142, 642),
(64, 483),
(101, 139),
(133, 125),
(105, 561),
(137, 260),
(87, 389),
(127, 220),
(130, 464),
(68, 1002),
(127, 350),
(69, 101),
(122, 683),
(146, 751),
(83, 38),
(79, 496),
(140, 941),
(62, 952),
(107, 976),
(62, 51),
(109, 418),
(84, 448),
(100, 294),
(92, 770),
(88, 316),
(110, 488),
(63, 316),
(146, 138),
(78, 276),
(104, 332),
(115, 652),
(147, 240),
(98, 510),
(126, 591),
(121, 861),
(81, 320),
(124, 519),
(66, 1021),
(109, 504),
(112, 725),
(137, 885),
(127, 318),
(121, 642),
(74, 588),
(130, 534),
(70, 825),
(73, 332),
(94, 265),
(113, 395),
(65, 959),
(127, 225),
(125, 945),
(148, 422),
(128, 93),
(142, 490),
(74, 995),
(115, 784),
(140, 586),
(123, 208),
(137, 148),
(115, 386),
(104, 774),
(110, 167),
(101, 910),
(99, 211),
(145, 534),
(139, 553),
(68, 966),
(80, 478),
(93, 409),
(143, 620),
(90, 236),
(118, 412),
(133, 283),
(114, 193),
(136, 784),
(72, 51),
(88, 18),
(98, 68),
(133, 789),
(112, 241),
(100, 259),
(98, 185),
(80, 159),
(144, 971),
(131, 54),
(124, 250),
(107, 280),
(143, 60),
(100, 672),
(145, 99),
(115, 649),
(62, 156),
(93, 790),
(126, 574),
(85, 737),
(125, 601),
(130, 190),
(100, 602),
(119, 841),
(69, 942),
(89, 232),
(119, 761),
(102, 941),
(103, 8),
(100, 242),
(82, 486),
(131, 186),
(140, 779),
(78, 28),
(93, 1010),
(87, 640),
(113, 457),
(92, 740),
(98, 328),
(102, 163),
(143, 136),
(106, 469),
(92, 872),
(139, 201),
(97, 129),
(90, 932),
(148, 646),
(111, 1030),
(67, 21),
(121, 10),
(133, 95),
(79, 616),
(135, 53),
(146, 482),
(129, 357),
(81, 783),
(82, 810),
(75, 950),
(97, 374),
(97, 950),
(92, 606),
(126, 818),
(89, 668),
(120, 418),
(93, 579),
(70, 135),
(96, 108),
(149, 386),
(94, 1008),
(141, 479),
(89, 625),
(86, 1023),
(109, 238),
(93, 948),
(139, 744),
(109, 818),
(128, 760),
(105, 537),
(141, 351),
(81, 911),
(144, 576),
(88, 132),
(144, 354),
(67, 792),
(138, 72),
(76, 75),
(132, 947),
(115, 13),
(70, 200),
(90, 735),
(134, 806),
(148, 456),
(65, 368),
(142, 64),
(130, 965),
(70, 733),
(113, 437),
(118, 415),
(142, 511),
(114, 10),
(92, 206),
(119, 556),
(75, 834),
(129, 858),
(119, 666),
(138, 48),
(110, 903),
(80, 414),
(129, 808),
(74, 628),
(132, 430),
(148, 428),
(69, 779),
(108, 135),
(101, 594),
(72, 740),
(97, 664),
(94, 523),
(81, 596),
(91, 235),
(65, 518),
(106, 328),
(143, 647),
(129, 143),
(111, 330),
(125, 861),
(122, 217),
(144, 42),
(108, 470),
(104, 563),
(88, 280),
(73, 745),
(146, 98),
(73, 801),
(118, 146),
(118, 730),
(74, 833),
(80, 354),
(91, 19),
(68, 416),
(96, 539),
(99, 840),
(80, 863),
(79, 890),
(70, 922),
(131, 786),
(133, 473),
(108, 901),
(78, 260),
(67, 451),
(108, 446),
(146, 337),
(144, 296),
(89, 85),
(95, 822),
(128, 406),
(115, 473),
(120, 630),
(73, 72),
(66, 1008),
(62, 893),
(66, 425),
(66, 404),
(60, 409),
(76, 1025),
(114, 778),
(66, 787),
(123, 176),
(142, 51),
(93, 485),
(67, 704),
(134, 897),
(140, 938),
(125, 781),
(93, 767),
(115, 244),
(140, 75),
(128, 105),
(137, 599),
(62, 763),
(113, 718),
(88, 643),
(146, 668),
(108, 294),
(107, 783),
(145, 372),
(140, 619),
(86, 301),
(85, 747),
(75, 241),
(66, 967),
(79, 436),
(100, 595),
(135, 252),
(77, 609),
(62, 100),
(60, 359),
(147, 982),
(108, 480),
(102, 947),
(88, 906),
(80, 448),
(140, 727),
(108, 277),
(123, 525),
(139, 58),
(78, 204),
(136, 493),
(104, 599),
(121, 729),
(104, 753),
(68, 221),
(78, 200),
(85, 442),
(83, 847),
(73, 689),
(67, 549),
(119, 584),
(101, 45),
(150, 559),
(125, 608),
(70, 112),
(111, 681),
(86, 706),
(137, 283),
(88, 704),
(146, 783),
(60, 394),
(124, 104),
(135, 698),
(76, 484),
(114, 594),
(82, 10),
(119, 699),
(107, 425),
(93, 340),
(74, 265),
(144, 698),
(60, 327),
(104, 675),
(97, 974),
(146, 514),
(102, 764),
(145, 213),
(80, 975),
(135, 514),
(132, 794),
(146, 1),
(78, 219),
(66, 45),
(99, 412),
(69, 912),
(136, 883),
(140, 756),
(146, 105),
(122, 107),
(85, 803),
(121, 862),
(98, 63),
(127, 882),
(90, 249),
(128, 386),
(91, 965),
(116, 410),
(89, 30),
(85, 450),
(77, 588),
(72, 25),
(96, 175),
(143, 315),
(129, 780),
(122, 442),
(91, 466),
(92, 213),
(111, 561),
(99, 1013),
(135, 292),
(94, 590),
(105, 292),
(139, 617),
(101, 991),
(135, 280),
(136, 380),
(145, 656),
(139, 710),
(137, 559),
(144, 315),
(64, 237),
(118, 73),
(97, 317),
(146, 86),
(116, 920),
(94, 766),
(113, 636),
(138, 909),
(80, 825),
(63, 873),
(94, 566),
(78, 987),
(140, 932),
(131, 446),
(64, 116),
(106, 140),
(70, 294),
(99, 709),
(86, 410),
(132, 890),
(67, 69),
(146, 569),
(66, 261),
(107, 346),
(79, 60),
(146, 155),
(96, 323),
(86, 498),
(113, 596),
(82, 210),
(84, 826),
(99, 2),
(119, 843),
(63, 240),
(141, 951),
(128, 960),
(83, 540),
(130, 421),
(81, 922),
(125, 505),
(115, 129),
(79, 576),
(133, 473),
(111, 428),
(62, 199),
(128, 195),
(60, 515),
(96, 234),
(141, 454),
(142, 57),
(94, 1027),
(72, 986),
(65, 545),
(111, 367),
(139, 870),
(107, 564),
(134, 425),
(99, 371),
(117, 1),
(92, 432),
(63, 509),
(121, 293),
(102, 833),
(109, 1028),
(150, 583),
(139, 5),
(122, 594),
(107, 525),
(136, 868),
(63, 996),
(103, 973),
(75, 374),
(79, 478),
(135, 843),
(139, 704),
(107, 835),
(112, 891),
(64, 471),
(85, 640),
(71, 175),
(139, 766),
(120, 26),
(75, 611),
(104, 54),
(103, 850),
(119, 46),
(145, 706),
(98, 100),
(114, 725),
(107, 58),
(100, 927),
(139, 738),
(84, 21),
(132, 244),
(149, 763),
(78, 182),
(63, 368),
(138, 141),
(126, 664),
(70, 979),
(139, 182),
(95, 133),
(68, 414),
(145, 1030),
(69, 415),
(144, 418),
(80, 1008),
(67, 487),
(129, 848),
(146, 363),
(63, 822),
(130, 726),
(141, 448),
(120, 146),
(117, 803),
(117, 1020),
(122, 780),
(131, 989),
(108, 831),
(127, 266),
(91, 434),
(63, 661),
(136, 449),
(106, 717),
(100, 278),
(79, 547),
(142, 173),
(116, 317),
(134, 532),
(99, 993),
(116, 229),
(103, 16),
(75, 333),
(124, 756),
(73, 1003),
(122, 924),
(95, 739),
(90, 68),
(122, 634),
(96, 622),
(90, 568),
(135, 58),
(81, 126),
(123, 16),
(130, 534),
(73, 10),
(103, 200),
(91, 917),
(119, 953),
(101, 745),
(129, 99),
(61, 919),
(106, 903),
(133, 167),
(86, 122),
(65, 80),
(147, 340),
(93, 218),
(150, 707),
(136, 1024),
(69, 154),
(149, 502),
(103, 202),
(63, 1020),
(90, 918),
(115, 738),
(127, 185),
(83, 576),
(93, 327),
(150, 125),
(140, 846),
(126, 349),
(145, 332),
(130, 758),
(120, 156),
(85, 279),
(150, 861),
(141, 494),
(109, 867),
(126, 347),
(123, 540),
(78, 958),
(83, 583),
(63, 651),
(127, 940),
(84, 653),
(94, 909),
(69, 444),
(132, 183),
(125, 97),
(107, 670),
(121, 77),
(78, 801),
(99, 95),
(96, 815),
(88, 547),
(100, 372),
(124, 510),
(72, 111),
(84, 97),
(72, 717),
(130, 477),
(136, 374),
(97, 26),
(79, 39),
(135, 605),
(130, 967),
(142, 950),
(85, 732),
(96, 563),
(121, 562),
(86, 1014),
(110, 433),
(133, 692),
(89, 582),
(117, 972),
(66, 923),
(70, 331),
(145, 123),
(120, 483),
(77, 761),
(145, 159),
(140, 808),
(99, 384),
(150, 522),
(149, 175),
(87, 396),
(85, 383),
(130, 696),
(100, 391),
(66, 526),
(115, 683),
(133, 784),
(135, 378),
(112, 726),
(122, 7),
(77, 802),
(132, 105),
(94, 109),
(143, 728),
(93, 567),
(122, 316),
(139, 847),
(64, 691),
(62, 287),
(80, 804),
(134, 783),
(109, 54),
(63, 689),
(67, 837),
(98, 642),
(126, 290),
(136, 585),
(106, 615),
(66, 416),
(145, 93),
(70, 745),
(146, 76),
(94, 1015),
(140, 443),
(88, 944),
(95, 157),
(136, 780),
(109, 7),
(81, 560),
(95, 564),
(130, 790),
(149, 490),
(88, 659),
(61, 848),
(79, 252),
(139, 586),
(93, 989),
(68, 81),
(134, 603),
(138, 726),
(60, 179),
(118, 155),
(116, 508),
(138, 499),
(129, 595),
(119, 969),
(117, 378),
(116, 477),
(90, 296),
(139, 295),
(62, 613),
(75, 149),
(83, 794),
(95, 874),
(64, 36),
(82, 252),
(104, 516),
(110, 350),
(89, 570),
(76, 502),
(91, 964),
(121, 652),
(97, 502),
(103, 254),
(105, 999),
(144, 555),
(134, 781),
(75, 40),
(100, 51),
(123, 419),
(127, 94),
(124, 675),
(79, 403),
(130, 380),
(149, 36),
(111, 956),
(66, 192),
(64, 730),
(120, 507),
(146, 621),
(76, 1026),
(81, 120),
(68, 749),
(110, 814),
(121, 186),
(128, 878),
(125, 559),
(147, 232),
(102, 101),
(103, 931),
(141, 490),
(142, 489),
(115, 528),
(107, 625),
(68, 264),
(71, 174),
(122, 699),
(149, 735),
(97, 58),
(112, 645),
(140, 90),
(76, 218),
(66, 378),
(77, 154),
(60, 512),
(150, 247),
(61, 256),
(135, 499),
(87, 127),
(89, 241),
(78, 583),
(65, 534),
(116, 180),
(134, 1011),
(72, 501),
(145, 157),
(70, 1021),
(66, 131),
(117, 82),
(63, 423),
(62, 899),
(132, 895),
(147, 17),
(93, 677),
(102, 150),
(68, 702),
(115, 374),
(145, 534),
(146, 282),
(129, 327),
(63, 587),
(72, 270),
(98, 913),
(112, 864),
(70, 373),
(127, 336),
(69, 998),
(119, 220),
(143, 295),
(116, 345),
(105, 559),
(68, 682),
(93, 443),
(118, 766),
(94, 895),
(100, 774),
(71, 878),
(130, 362),
(127, 242),
(116, 328),
(113, 456),
(139, 992),
(76, 623),
(140, 911),
(146, 505),
(147, 53),
(124, 673),
(61, 300),
(93, 297),
(72, 803),
(107, 638),
(77, 305),
(80, 977),
(149, 892),
(88, 534),
(139, 701),
(85, 451),
(108, 473),
(146, 889),
(85, 1008),
(61, 23),
(101, 821),
(89, 630),
(119, 277),
(144, 1009),
(64, 987),
(119, 672),
(143, 372),
(104, 187),
(145, 226),
(91, 161),
(121, 756),
(86, 374),
(150, 583),
(142, 820),
(121, 214),
(83, 815),
(147, 757),
(69, 762),
(69, 763),
(103, 760),
(95, 299),
(64, 306),
(102, 792),
(82, 400),
(119, 89),
(98, 144),
(108, 144),
(149, 684),
(129, 238),
(60, 300),
(103, 159),
(141, 362),
(136, 779),
(84, 901),
(116, 152),
(114, 401),
(99, 534),
(77, 501),
(98, 190),
(133, 492),
(94, 40),
(82, 552),
(134, 847),
(90, 267),
(127, 233),
(60, 814),
(114, 947),
(92, 359),
(101, 773),
(150, 874),
(138, 168),
(148, 669),
(136, 1024),
(107, 957),
(92, 333),
(97, 676),
(142, 249),
(101, 213),
(130, 852),
(71, 408),
(63, 299),
(118, 630),
(113, 194),
(87, 342),
(89, 946),
(75, 778),
(117, 566),
(79, 340),
(118, 939),
(141, 706),
(85, 437),
(64, 810),
(120, 353),
(142, 748),
(100, 658),
(103, 546),
(70, 229),
(105, 944),
(89, 776),
(81, 137),
(91, 512),
(63, 204),
(72, 746),
(94, 874),
(104, 669),
(138, 630),
(147, 340),
(98, 102),
(126, 553),
(78, 179),
(112, 609),
(123, 673),
(99, 435),
(102, 159),
(139, 107),
(96, 83),
(139, 509),
(138, 922),
(131, 215),
(128, 835),
(71, 282),
(124, 1004),
(124, 646),
(78, 521),
(103, 547),
(109, 850),
(79, 2),
(69, 689),
(63, 179),
(126, 431),
(119, 358),
(112, 14),
(133, 379),
(107, 494),
(61, 458),
(137, 61),
(70, 121),
(111, 478),
(124, 912),
(124, 539),
(68, 906),
(66, 657),
(101, 461),
(123, 460),
(129, 112),
(139, 210),
(114, 7),
(131, 471),
(128, 583),
(131, 732),
(108, 135),
(139, 380),
(127, 407),
(138, 764),
(86, 596),
(92, 201),
(131, 766),
(91, 901),
(92, 196),
(79, 796),
(106, 979),
(118, 61),
(150, 837),
(97, 22),
(88, 939),
(127, 709),
(78, 691),
(106, 295),
(144, 258),
(128, 463),
(130, 664),
(73, 322),
(132, 926),
(118, 165),
(62, 610),
(111, 418),
(107, 909),
(94, 97),
(87, 316),
(77, 40),
(101, 395),
(85, 434),
(110, 496),
(81, 1017),
(124, 143),
(117, 799),
(112, 722),
(127, 945),
(140, 284),
(94, 427),
(139, 767),
(115, 308),
(72, 476),
(104, 42),
(109, 268),
(98, 605),
(62, 466),
(98, 288),
(100, 1020),
(80, 963),
(68, 770),
(69, 545),
(87, 833),
(107, 567),
(64, 524),
(138, 1014),
(84, 779),
(110, 28),
(121, 255),
(67, 272),
(89, 612),
(121, 846),
(85, 422),
(101, 772),
(76, 773),
(66, 991),
(113, 125),
(131, 474),
(133, 929),
(96, 249),
(73, 688),
(120, 574),
(144, 33),
(68, 989),
(75, 456),
(71, 513),
(86, 473),
(120, 1024),
(123, 767),
(76, 558),
(148, 597),
(142, 942),
(110, 648),
(119, 442),
(110, 20),
(80, 471),
(100, 495),
(118, 533),
(71, 287),
(119, 641),
(65, 421),
(81, 78),
(138, 765),
(63, 449),
(76, 849),
(133, 814),
(120, 184),
(118, 911),
(132, 924),
(132, 984),
(60, 602),
(119, 940),
(74, 524),
(131, 77),
(95, 494),
(134, 440),
(119, 545),
(107, 945),
(73, 258),
(76, 750),
(131, 329),
(75, 183),
(91, 984),
(98, 561),
(127, 258),
(72, 947),
(65, 499),
(140, 899),
(119, 123),
(116, 542),
(131, 366),
(137, 1029),
(84, 997),
(110, 852),
(81, 988),
(74, 541),
(129, 363),
(64, 641),
(130, 61),
(61, 1003),
(73, 186),
(72, 321),
(116, 474),
(149, 786),
(91, 566),
(114, 307),
(123, 675),
(105, 493),
(122, 702),
(104, 856),
(137, 97),
(128, 285),
(123, 756),
(100, 807),
(140, 873),
(61, 588),
(82, 866),
(129, 47),
(97, 141),
(73, 359),
(128, 810),
(123, 270),
(113, 863),
(86, 386),
(98, 846),
(68, 693),
(105, 908),
(119, 475),
(84, 507),
(113, 576),
(145, 772),
(145, 645),
(145, 107),
(109, 704),
(101, 670),
(150, 304),
(133, 188),
(70, 783),
(144, 352),
(110, 490),
(104, 464),
(124, 702),
(98, 249),
(145, 811),
(110, 369),
(67, 455),
(66, 96),
(89, 389),
(89, 118),
(124, 456),
(91, 802),
(131, 963),
(96, 412),
(107, 303),
(87, 698),
(113, 662),
(122, 59),
(143, 869),
(111, 496),
(102, 664),
(79, 160),
(86, 688),
(149, 279),
(66, 48),
(101, 126),
(126, 950),
(65, 101),
(72, 74),
(38, 81),
(25, 595),
(28, 208),
(70, 730),
(35, 923),
(72, 580),
(67, 330),
(32, 535),
(23, 845),
(49, 429),
(35, 822),
(80, 139),
(42, 551),
(57, 854),
(29, 62),
(54, 557),
(41, 991),
(46, 792),
(69, 246),
(45, 329),
(41, 2),
(24, 700),
(36, 563),
(49, 220),
(59, 198),
(20, 212),
(79, 803),
(35, 30),
(22, 965),
(29, 765),
(44, 39),
(80, 484),
(57, 658),
(54, 99),
(55, 676),
(25, 807),
(65, 694),
(64, 284),
(63, 560),
(67, 278),
(79, 420),
(62, 91),
(70, 658),
(38, 377),
(26, 334),
(33, 469),
(23, 95),
(68, 6),
(61, 388),
(27, 956),
(29, 13),
(75, 776),
(77, 1030),
(74, 860),
(76, 357),
(73, 836),
(27, 808),
(64, 13),
(45, 188),
(70, 971),
(32, 945),
(76, 612),
(24, 649),
(40, 94),
(72, 42),
(31, 342),
(42, 738),
(49, 722),
(72, 593),
(26, 268),
(63, 723),
(29, 395),
(41, 64),
(28, 443),
(64, 116),
(57, 185),
(21, 879),
(25, 81),
(20, 800),
(77, 1007),
(37, 860),
(77, 955),
(27, 828),
(71, 542),
(61, 313),
(22, 858),
(77, 804),
(35, 458),
(31, 11),
(35, 776),
(42, 526),
(77, 135),
(29, 914),
(56, 145),
(70, 411),
(70, 913),
(73, 83),
(47, 578),
(39, 741),
(37, 100),
(29, 537),
(52, 886),
(41, 925),
(76, 823),
(42, 85),
(73, 302),
(50, 963),
(72, 1011),
(64, 1025),
(76, 961),
(80, 811),
(77, 473),
(67, 12),
(27, 785),
(73, 989),
(39, 510),
(23, 981),
(35, 667),
(37, 13),
(68, 440),
(67, 148),
(36, 384),
(57, 709),
(79, 142),
(48, 654),
(67, 1),
(20, 462),
(50, 642),
(73, 263),
(75, 100),
(77, 544),
(68, 590),
(55, 94),
(61, 203),
(29, 211),
(49, 914),
(23, 913),
(68, 370),
(37, 878),
(71, 967),
(20, 365),
(71, 731),
(48, 69),
(77, 919),
(35, 111),
(61, 377),
(60, 283),
(59, 378),
(59, 514),
(26, 291),
(80, 609),
(23, 176),
(42, 111),
(63, 181),
(64, 378),
(48, 226),
(56, 660),
(51, 607),
(42, 888),
(69, 104),
(76, 963),
(68, 974),
(34, 737),
(28, 1029),
(48, 147),
(46, 978),
(59, 652),
(28, 635),
(76, 841),
(48, 544),
(27, 230),
(24, 286),
(63, 241),
(49, 129),
(67, 308),
(53, 528),
(64, 756),
(72, 884),
(62, 973),
(50, 216),
(55, 482),
(64, 384),
(43, 950),
(58, 846),
(37, 946),
(59, 56),
(80, 453),
(65, 324),
(20, 875),
(59, 177),
(60, 879),
(24, 132),
(58, 666),
(26, 707),
(62, 962),
(27, 906),
(27, 643),
(60, 509),
(36, 687),
(78, 493),
(29, 992),
(61, 702),
(75, 536),
(34, 30),
(31, 786),
(67, 774),
(52, 629),
(78, 982),
(48, 311),
(29, 887),
(60, 991),
(36, 789),
(40, 629),
(78, 577),
(80, 704),
(76, 1024),
(31, 950),
(41, 512),
(79, 631),
(29, 344),
(66, 941),
(39, 235),
(72, 93),
(62, 669),
(79, 500),
(63, 76),
(57, 724),
(45, 203),
(76, 61),
(75, 232),
(65, 580),
(75, 327),
(76, 180),
(29, 620),
(53, 440),
(34, 808),
(46, 389),
(38, 642),
(51, 512),
(22, 725),
(69, 934),
(71, 695),
(23, 165),
(48, 686),
(38, 728),
(79, 502),
(75, 733),
(78, 734),
(43, 496),
(33, 333),
(45, 898),
(77, 508),
(22, 542),
(37, 713),
(51, 323),
(48, 562),
(67, 480),
(31, 410),
(29, 19),
(80, 36),
(35, 923),
(57, 915),
(29, 623),
(56, 568),
(56, 1011),
(72, 494),
(56, 945),
(63, 661),
(42, 935),
